,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,riyadh,24.6877,46.7219,107.74,6,5,16.04,sa,1655298459
369,tucurui,-3.7661,-49.6725,78.78,80,99,6.69,br,1655298626
370,busselton,-33.65,115.3333,62.01,80,87,11.83,au,1655298048
371,kruisfontein,-34.0033,24.7314,48.88,63,19,20.85,za,1655298702
372,carnarvon,-24.8667,113.6333,69.87,100,75,12.66,au,1655298356
373,busselton,-33.65,115.3333,62.01,80,87,11.83,au,1655298048
374,albany,42.6001,-73.9662,70.65,68,25,2.46,au,1655298330
375,qaanaaq,77.484,-69.3632,29.12,62,27,1.99,gl,1655298265
376,talnakh,69.4865,88.3972,71.6,42,98,14.83,ru,1655298366
377,longyearbyen,78.2186,15.6401,40.84,70,75,13.8,sj,1655298709
378,leningradskiy,69.3833,178.4167,32.95,90,100,14.5,ru,1655298698
379,new norfolk,-42.7826,147.0587,46.92,88,100,1.9,au,1655298313
380,cape town,-33.9258,18.4232,62.38,67,26,7.0,za,1655298107
381,aksarayskiy,46.7924,48.0119,90.82,17,43,6.76,ru,1655298713
382,naron,43.5167,-8.1528,79.59,56,100,3.31,es,1655298714
383,lakatoro,-16.0999,167.4164,79.0,82,78,11.48,vu,1655298715
384,chuy,-33.6971,-53.4616,55.62,72,42,3.62,uy,1655298431
385,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298309
386,carnarvon,-24.8667,113.6333,69.87,100,75,12.66,au,1655298356
387,dikson,73.5069,80.5464,38.61,75,14,6.62,ru,1655298720
388,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298323
389,lorengau,-2.0226,147.2712,82.04,76,96,8.05,pg,1655298722
390,kruisfontein,-34.0033,24.7314,48.88,63,19,20.85,za,1655298702
391,mancio lima,-7.6142,-72.8958,69.87,64,63,0.85,br,1655298724
392,saint george,37.1041,-113.5841,68.59,21,0,5.75,bm,1655298428
393,constitucion,-35.3333,-72.4167,50.41,85,3,3.11,mx,1655298726
394,cape town,-33.9258,18.4232,62.38,67,26,7.0,za,1655298107
395,nanortalik,60.1432,-45.2371,38.53,88,55,2.75,gl,1655298728
396,novobirilyussy,56.9514,90.6661,70.93,73,16,0.6,ru,1655298730
397,mahebourg,-20.4081,57.7,75.25,83,75,11.5,mu,1655298434
398,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298323
399,trinidad,-14.8333,-64.9,68.41,59,1,3.78,bo,1655298435
400,nikolskoye,59.7035,30.7861,60.78,95,100,12.62,ru,1655298510
401,hami,42.8,93.45,98.1,5,100,9.86,cn,1655298735
402,guzelyurt,38.2772,34.3719,70.66,36,13,11.32,cy,1655298736
403,mataura,-46.1927,168.8643,44.47,96,75,4.54,pf,1655298325
404,hilo,19.7297,-155.09,73.27,74,100,5.75,us,1655298438
405,mahebourg,-20.4081,57.7,75.25,83,75,11.5,mu,1655298434
406,rena,61.1348,11.3641,64.15,46,100,4.38,no,1655298740
407,tasiilaq,65.6145,-37.6368,42.96,98,100,11.27,gl,1655298493
408,faanui,-16.4833,-151.75,80.29,70,6,20.58,pf,1655298269
409,hithadhoo,-0.6,73.0833,82.94,69,32,5.06,mv,1655298339
410,yoshikawa,35.8853,139.8394,67.08,88,75,3.44,jp,1655298745
411,cortazar,20.4833,-100.9333,62.87,83,100,5.55,mx,1655298746
412,punta arenas,-53.15,-70.9167,42.91,70,40,18.41,cl,1655298257
413,port hardy,50.6996,-127.4199,48.29,87,100,1.72,ca,1655298343
414,leningradskiy,69.3833,178.4167,32.95,90,100,14.5,ru,1655298698
415,nanortalik,60.1432,-45.2371,38.53,88,55,2.75,gl,1655298728
416,saint george,37.1041,-113.5841,68.59,21,0,5.75,bm,1655298428
417,bathsheba,13.2167,-59.5167,84.81,84,75,24.16,bb,1655298753
418,beloha,-25.1667,45.05,82.15,37,47,7.47,mg,1655298754
419,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298323
420,bengkulu,-3.8004,102.2655,77.81,84,100,2.44,id,1655298292
421,ahipara,-35.1667,173.1667,57.22,68,74,9.01,nz,1655298758
422,lebu,-37.6167,-73.65,50.63,89,37,4.97,cl,1655298474
423,bluff,-46.6,168.3333,44.8,81,100,21.65,nz,1655298262
424,shieli,44.1667,66.75,92.66,16,0,14.45,kz,1655298761
425,hermanus,-34.4187,19.2345,57.79,54,25,4.25,za,1655298418
426,ornskoldsvik,63.2909,18.7153,62.73,43,95,9.98,se,1655298763
427,hobart,-42.8794,147.3294,47.26,96,75,5.75,au,1655298153
428,alice springs,-23.7,133.8833,53.15,58,5,3.44,au,1655298767
429,hilo,19.7297,-155.09,73.27,74,100,5.75,us,1655298438
430,thompson,55.7435,-97.8558,60.96,100,100,4.61,ca,1655298073
431,jamestown,42.097,-79.2353,76.59,86,33,7.0,sh,1655298319
432,bonthe,7.5264,-12.505,82.87,67,100,12.5,sl,1655298772
433,jamestown,42.097,-79.2353,76.59,86,33,7.0,sh,1655298319
434,new norfolk,-42.7826,147.0587,46.92,88,100,1.9,au,1655298313
435,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298309
436,longyearbyen,78.2186,15.6401,40.84,70,75,13.8,sj,1655298709
437,castro,-24.7911,-50.0119,52.97,78,100,1.81,cl,1655298560
438,atuona,-9.8,-139.0333,78.13,67,61,21.3,pf,1655298394
439,ribeira grande,38.5167,-28.7,70.2,78,40,14.97,pt,1655298386
440,grindavik,63.8424,-22.4338,52.27,71,75,17.27,is,1655298782
441,east london,-33.0153,27.9116,58.35,60,37,26.4,za,1655298360
442,padang,-0.9492,100.3543,75.25,85,100,3.51,id,1655298784
443,esperance,-33.8667,121.9,57.0,58,0,10.56,au,1655298785
444,horodok,49.1637,26.5839,61.34,62,100,9.26,ua,1655298558
445,shingu,33.7333,135.9833,68.9,91,100,4.56,jp,1655298788
446,alice springs,-23.7,133.8833,53.15,58,5,3.44,au,1655298767
447,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298323
448,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298323
449,pushkinskiye gory,57.0209,28.9103,60.1,84,100,8.16,ru,1655298793
450,punta arenas,-53.15,-70.9167,42.91,70,40,18.41,cl,1655298257
451,puerto ayora,-0.7393,-90.3518,71.55,93,84,5.99,ec,1655298266
452,saint anthony,45.0205,-93.218,72.93,68,0,11.5,ca,1655298797
453,vaini,-21.2,-175.2,71.76,88,75,4.61,to,1655298393
454,atuona,-9.8,-139.0333,78.13,67,61,21.3,pf,1655298394
455,shieli,44.1667,66.75,92.66,16,0,14.45,kz,1655298761
456,busselton,-33.65,115.3333,62.01,80,87,11.83,au,1655298048
457,mandasa,18.8667,84.4667,85.96,75,100,8.48,in,1655298802
458,hilo,19.7297,-155.09,73.27,74,100,5.75,us,1655298438
459,skelleftea,64.7507,20.9528,66.56,42,40,9.22,se,1655298805
460,araouane,18.9048,-3.5265,110.82,5,7,10.51,ml,1655298806
461,kichera,55.9375,110.0997,64.15,64,85,2.8,ru,1655298808
462,palmer,42.1584,-72.3287,72.14,67,40,1.99,us,1655298639
463,comodoro rivadavia,-45.8667,-67.5,37.26,81,0,6.91,ar,1655298614
464,tuatapere,-46.1333,167.6833,44.35,91,100,6.98,nz,1655298811
465,clinton,42.587,-82.9199,82.27,84,10,5.1,us,1655298812
466,hermanus,-34.4187,19.2345,57.79,54,25,4.25,za,1655298418
467,ternate,0.8,127.4,80.82,79,93,4.92,id,1655298816
468,thompson,55.7435,-97.8558,60.96,100,100,4.61,ca,1655298073
469,albany,42.6001,-73.9662,70.65,68,25,2.46,au,1655298330
470,vaini,-21.2,-175.2,71.76,88,75,4.61,to,1655298393
471,bubaque,11.2833,-15.8333,80.58,81,100,11.65,gw,1655298820
472,mackenzie,55.2999,-123.1698,48.07,72,0,2.89,ca,1655298607
473,zemio,5.0314,25.1361,89.13,43,100,3.22,cf,1655298678
474,phangnga,8.4509,98.5298,78.84,86,100,1.16,th,1655298823
475,pevek,69.7008,170.3133,29.66,82,0,2.86,ru,1655298506
476,torrevieja,37.9787,-0.6822,97.34,59,8,1.99,es,1655298825
477,chimoio,-19.1164,33.4833,80.35,21,0,8.05,mz,1655298827
478,port elizabeth,-33.918,25.5701,52.32,83,68,11.01,za,1655298466
479,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298309
480,ouallam,14.3188,2.0866,100.78,28,95,10.8,ne,1655298830
481,fairbanks,64.8378,-147.7164,52.3,86,75,0.0,us,1655298689
482,namibe,-15.1961,12.1522,73.47,56,19,9.62,ao,1655298832
483,karachi,24.9056,67.0822,89.42,70,75,21.85,pk,1655298817
484,vangaindrano,-23.35,47.6,73.47,83,44,7.94,mg,1655298834
485,kysyl-syr,63.8986,122.7617,56.7,82,100,2.82,ru,1655298835
486,mar del plata,-38.0023,-57.5575,56.08,81,74,4.61,ar,1655298380
487,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298309
488,punta arenas,-53.15,-70.9167,42.91,70,40,18.41,cl,1655298257
489,chico,39.7285,-121.8375,63.68,44,0,0.0,us,1655298727
490,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298309
491,lebu,-37.6167,-73.65,50.63,89,37,4.97,cl,1655298474
492,georgetown,5.4112,100.3354,82.89,81,20,4.61,sh,1655298284
493,saint-philippe,-21.3585,55.7679,76.59,83,35,13.8,re,1655298409
494,victoria,22.2855,114.1577,78.33,90,100,5.99,sc,1655298267
495,mataura,-46.1927,168.8643,44.47,96,75,4.54,pf,1655298325
496,karratha,-20.7377,116.8463,75.29,67,2,6.69,au,1655298847
497,busselton,-33.65,115.3333,62.01,80,87,11.83,au,1655298048
498,anadyr,64.75,177.4833,39.49,86,12,18.01,ru,1655298850
499,arlit,18.7369,7.3853,105.48,16,0,4.38,ne,1655298851
500,chokurdakh,70.6333,147.9167,63.52,32,100,10.04,ru,1655298852
501,victoria,22.2855,114.1577,78.33,90,100,5.99,cl,1655298267
502,hobart,-42.8794,147.3294,47.26,96,75,5.75,au,1655298153
503,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298309
504,alyangula,-13.8483,136.4192,73.02,79,23,11.32,au,1655298857
505,chissamba,-12.1667,17.3333,82.2,15,100,5.1,ao,1655298859
506,ponta do sol,32.6667,-17.1,76.01,67,21,13.24,cv,1655298273
507,pakxan,18.3778,103.6601,76.35,91,92,1.05,la,1655298861
508,omboue,-1.5746,9.2618,80.96,64,47,12.77,ga,1655298862
509,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298323
510,hobart,-42.8794,147.3294,47.26,96,75,5.75,au,1655298153
511,ambilobe,-13.2,49.05,85.17,49,45,2.08,mg,1655298866
512,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298323
513,bredasdorp,-34.5322,20.0403,57.18,51,13,8.16,za,1655298275
514,lorengau,-2.0226,147.2712,82.04,76,96,8.05,pg,1655298722
515,makakilo city,21.3469,-158.0858,75.56,73,75,12.66,us,1655298867
516,hobart,-42.8794,147.3294,47.26,96,75,5.75,au,1655298153
517,mapiripan,2.8892,-72.1256,71.28,89,99,1.72,co,1655298872
518,jamestown,42.097,-79.2353,76.59,86,33,7.0,sh,1655298319
519,tambun,-6.2641,107.0712,87.89,74,100,4.76,id,1655298874
520,cape town,-33.9258,18.4232,62.38,70,26,5.99,za,1655298757
521,cabo san lucas,22.8909,-109.9124,78.51,57,4,11.81,mx,1655298877
522,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298309
523,hobart,-42.8794,147.3294,47.26,96,75,5.75,au,1655298153
524,busselton,-33.65,115.3333,62.01,80,87,11.83,au,1655298880
525,constitucion,-35.3333,-72.4167,50.41,85,3,3.11,mx,1655298726
526,thompson,55.7435,-97.8558,60.96,100,100,4.61,ca,1655298073
527,minas,-34.3759,-55.2377,53.37,82,100,5.14,cu,1655298884
528,butaritari,3.0707,172.7902,82.35,72,100,12.19,ki,1655298413
529,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298309
530,ahipara,-35.1667,173.1667,57.22,68,74,9.01,nz,1655298758
531,licata,37.1071,13.9461,91.24,54,27,6.6,it,1655298888
532,inhambane,-23.865,35.3833,81.93,50,5,6.91,mz,1655298889
533,bira,49.0,132.4667,59.09,82,7,1.9,ru,1655298891
534,maarianhamina,60.0973,19.9348,62.46,51,0,14.97,fi,1655298892
535,puerto ayora,-0.7393,-90.3518,71.55,93,84,5.99,ec,1655298893
536,sao jose de ribamar,-2.5619,-44.0542,86.38,65,5,11.1,br,1655298894
537,qaanaaq,77.484,-69.3632,29.12,62,27,1.99,gl,1655298895
538,rocha,-34.4833,-54.3333,55.44,76,100,4.16,uy,1655298746
539,castro,-24.7911,-50.0119,52.97,78,100,1.81,cl,1655298560
540,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298323
541,riyadh,24.6877,46.7219,107.74,6,5,16.04,sa,1655298459
542,cidreira,-30.1811,-50.2056,60.87,75,0,2.51,br,1655298905
543,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298309
544,shreveport,32.5251,-93.7502,82.04,83,40,11.5,us,1655298907
545,mahebourg,-20.4081,57.7,75.25,83,75,11.5,mu,1655298434
546,lapi,17.716,121.8978,78.55,93,76,3.27,ph,1655298909
547,busselton,-33.65,115.3333,62.01,80,87,11.83,au,1655298880
548,sitka,57.0531,-135.33,48.09,81,75,0.0,us,1655298913
549,barrow,71.2906,-156.7887,33.82,93,100,9.22,us,1655298890
550,upernavik,72.7868,-56.1549,28.98,65,32,5.7,gl,1655298915
551,matara,5.9485,80.5353,79.43,84,100,6.13,lk,1655298916
552,husavik,66.0449,-17.3389,54.93,62,33,2.66,is,1655298446
553,bela vista de goias,-16.9728,-48.9533,76.35,51,1,10.78,br,1655298918
554,millinocket,45.6573,-68.7098,66.42,72,0,4.61,us,1655298697
555,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298920
556,bredasdorp,-34.5322,20.0403,57.18,51,13,8.16,za,1655298922
557,richards bay,-28.783,32.0377,64.89,54,45,13.09,za,1655298371
558,bluff,-46.6,168.3333,44.8,81,100,21.65,nz,1655298924
559,srikakulam,18.3,83.9,86.61,72,68,11.56,in,1655298925
560,sola,-13.8833,167.55,80.64,79,98,20.8,vu,1655298550
561,punta arenas,-53.15,-70.9167,42.91,70,40,18.41,cl,1655298909
562,kedrovyy,56.1667,91.8167,73.87,76,0,3.38,ru,1655298929
563,tumpat,6.1978,102.171,82.38,89,40,0.0,my,1655298931
564,yulara,-25.2406,130.9889,61.47,46,52,6.85,au,1655298932
565,ilulissat,69.2167,-51.1,35.62,69,75,8.05,gl,1655298355
566,tuktoyaktuk,69.4541,-133.0374,35.49,76,10,8.32,ca,1655298934
567,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298920
568,mahebourg,-20.4081,57.7,75.25,83,75,11.5,mu,1655298434
569,cape town,-33.9258,18.4232,62.38,70,26,5.99,za,1655298757
570,hithadhoo,-0.6,73.0833,82.94,69,32,5.06,mv,1655298339
571,puerto ayora,-0.7393,-90.3518,71.55,93,84,5.99,ec,1655298893
572,punta arenas,-53.15,-70.9167,42.91,70,40,18.41,cl,1655298909
573,lucea,18.451,-78.1736,84.06,73,57,8.01,jm,1655298941
574,anadyr,64.75,177.4833,39.49,86,12,18.01,ru,1655298850
575,zhigansk,66.7697,123.3711,57.45,64,12,16.64,ru,1655298943
576,busselton,-33.65,115.3333,62.01,80,87,11.83,au,1655298880
577,guerrero negro,27.9769,-114.0611,60.26,92,1,9.06,mx,1655298946
578,hatillo,18.4863,-66.8254,83.08,82,100,1.01,us,1655298947
579,cadillac,44.2519,-85.4012,78.8,78,0,8.05,us,1655298796
580,yoichi,43.2039,140.7703,58.17,84,100,7.61,jp,1655298949
581,hasaki,35.7333,140.8333,64.8,90,100,6.44,jp,1655298536
582,bilibino,68.0546,166.4372,44.53,59,0,6.38,ru,1655298503
583,zheleznodorozhnyy,55.7503,38.0042,68.22,49,68,14.05,ru,1655298952
584,chuy,-33.6971,-53.4616,55.62,72,42,3.62,uy,1655298431
585,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298935
586,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298920
587,hobart,-42.8794,147.3294,47.26,96,75,5.75,au,1655298825
588,castro,-24.7911,-50.0119,52.97,78,100,1.81,cl,1655298560
589,khokhryaki,56.9156,53.3221,79.05,47,32,1.99,ru,1655298959
590,tasiilaq,65.6145,-37.6368,42.96,98,100,11.27,gl,1655298493
591,mar del plata,-38.0023,-57.5575,56.08,81,74,4.61,ar,1655298380
592,punta arenas,-53.15,-70.9167,42.91,70,40,18.41,cl,1655298909
593,nome,64.5011,-165.4064,44.67,87,100,17.27,us,1655298521
594,severo-kurilsk,50.6789,156.125,47.64,89,96,7.96,ru,1655298964
595,bethel,41.3712,-73.414,75.52,66,0,10.36,us,1655298965
596,alice springs,-23.7,133.8833,53.15,58,5,3.44,au,1655298767
597,utica,43.1009,-75.2327,75.69,70,11,2.19,us,1655298967
598,jawor,51.0513,16.1935,78.6,49,6,2.51,pl,1655298969
599,kavieng,-2.5744,150.7967,82.11,77,85,10.98,pg,1655298970
600,alyangula,-13.8483,136.4192,73.02,79,23,11.32,au,1655298857
601,sorland,67.667,12.6934,49.86,76,100,6.91,no,1655298972
602,albany,42.6001,-73.9662,70.65,68,25,2.46,au,1655298700
603,hermanus,-34.4187,19.2345,57.79,54,25,4.25,za,1655298418
604,saskylakh,71.9167,114.0833,51.91,38,0,9.57,ru,1655298976
605,lumberton,34.6182,-79.0086,85.44,65,0,8.05,us,1655298943
606,cape town,-33.9258,18.4232,62.38,70,26,5.99,za,1655298757
607,butaritari,3.0707,172.7902,82.35,72,100,12.19,ki,1655298413
608,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298920
609,half moon bay,37.4636,-122.4286,60.96,82,0,9.22,us,1655298982
610,port alfred,-33.5906,26.891,53.19,66,99,10.0,za,1655298983
611,salalah,17.0151,54.0924,87.89,74,75,14.97,om,1655298984
612,cape town,-33.9258,18.4232,62.38,70,26,5.99,za,1655298757
613,ihosy,-22.4,46.1167,75.07,40,83,5.26,mg,1655298986
614,galle,6.0367,80.217,80.24,83,100,9.93,lk,1655298987
615,geraldton,-28.7667,114.6,59.41,88,40,3.44,au,1655298989
616,ardakan,32.31,54.0175,102.78,5,0,5.44,ir,1655298991
617,barrhead,55.7992,-4.3929,68.02,66,20,12.66,ca,1655298993
618,bredasdorp,-34.5322,20.0403,57.18,51,13,8.16,za,1655298922
619,kahului,20.8947,-156.47,77.85,73,75,16.11,us,1655298995
620,mataura,-46.1927,168.8643,44.47,96,75,4.54,pf,1655298996
621,ancud,-41.8697,-73.8203,46.22,93,22,4.07,cl,1655298998
622,ilulissat,69.2167,-51.1,35.62,69,75,8.05,gl,1655298999
623,sur,22.5667,59.5289,95.13,49,6,6.04,om,1655299000
624,saint-francois,46.4154,3.9054,89.04,43,0,3.44,gp,1655299001
625,albany,42.6001,-73.9662,70.65,68,25,2.46,au,1655298700
626,punta arenas,-53.15,-70.9167,42.91,70,40,18.41,cl,1655298909
627,kavieng,-2.5744,150.7967,82.11,77,85,10.98,pg,1655298970
628,the valley,18.217,-63.0578,85.1,74,40,16.11,ai,1655299006
629,barrow,71.2906,-156.7887,33.82,93,100,9.22,us,1655298890
630,faanui,-16.4833,-151.75,80.29,70,6,20.58,pf,1655299009
631,tuatapere,-46.1333,167.6833,44.35,91,100,6.98,nz,1655298811
632,skelleftea,64.7507,20.9528,66.56,42,40,9.22,se,1655298805
633,port elizabeth,-33.918,25.5701,52.32,83,68,11.01,za,1655298466
634,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298920
635,puerto ayora,-0.7393,-90.3518,71.55,93,84,5.99,ec,1655298893
636,chiradzulu,-15.6746,35.1407,74.82,36,40,6.91,mw,1655299015
637,quanzhou,24.9139,118.5858,71.65,97,100,3.51,cn,1655299016
638,ostrovnoy,68.0531,39.5131,59.95,55,100,14.81,ru,1655298481
639,wewak,-3.5534,143.6268,81.43,80,71,7.07,pg,1655299019
640,dolores,-36.3132,-57.6792,52.81,67,100,3.29,ar,1655299020
641,ribeira grande,38.5167,-28.7,72.0,78,40,8.05,pt,1655299021
642,atuona,-9.8,-139.0333,78.13,67,61,21.3,pf,1655299023
643,matane,48.8286,-67.522,58.77,78,9,6.6,ca,1655299024
644,demyansk,57.643,32.466,52.54,97,100,12.64,ru,1655299025
645,puerto ayora,-0.7393,-90.3518,71.55,93,84,5.99,ec,1655298893
646,cape town,-33.9258,18.4232,62.38,70,26,5.99,za,1655298757
647,port elizabeth,-33.918,25.5701,52.32,83,68,11.01,za,1655298466
648,albany,42.6001,-73.9662,70.65,68,25,2.46,au,1655298700
649,khandagayty,50.7333,92.05,64.47,64,24,10.83,ru,1655299030
650,punta arenas,-53.15,-70.9167,42.91,70,40,18.41,cl,1655298909
651,kaitangata,-46.2817,169.8464,45.52,83,83,10.83,nz,1655298528
652,hualmay,-11.0964,-77.6139,60.78,78,52,6.46,pe,1655299033
653,albany,42.6001,-73.9662,70.65,68,25,2.46,au,1655298700
654,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298920
655,cape town,-33.9258,18.4232,62.38,70,26,5.99,za,1655298757
656,narsaq,60.9167,-46.05,52.02,62,5,9.4,gl,1655299041
657,eregli,37.5133,34.0467,77.27,33,3,5.84,tr,1655299042
658,punta arenas,-53.15,-70.9167,42.91,70,40,18.41,cl,1655298909
659,sao filipe,14.8961,-24.4956,74.62,81,23,8.93,cv,1655298682
660,the pas,53.8251,-101.2541,53.62,94,100,6.91,ca,1655299046
661,jamestown,42.097,-79.2353,76.59,86,33,4.0,sh,1655298950
662,busselton,-33.65,115.3333,62.01,80,87,11.83,au,1655298880
663,ponta do sol,32.6667,-17.1,76.01,80,21,13.24,pt,1655299049
664,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298935
665,the valley,18.217,-63.0578,85.1,74,40,16.11,ai,1655299006
666,kapaa,22.0752,-159.319,78.78,96,75,12.66,us,1655299054
667,vila franca do campo,37.7167,-25.4333,72.19,80,83,6.44,pt,1655299055
668,bluff,-46.6,168.3333,44.8,81,100,21.65,nz,1655298924
669,khatanga,71.9667,102.5,63.39,31,10,12.01,ru,1655299057
670,chokurdakh,70.6333,147.9167,63.52,32,100,10.04,ru,1655298852
671,mehamn,71.0357,27.8492,44.51,92,100,10.29,no,1655299060
672,saint-augustin,51.226,-58.6502,64.42,44,1,4.61,ca,1655299061
673,bluff,-46.6,168.3333,44.8,81,100,21.65,nz,1655298924
674,talnakh,69.4865,88.3972,71.6,42,98,14.83,ru,1655298366
675,kodiak,57.79,-152.4072,49.51,93,100,11.5,us,1655299064
676,mataura,-46.1927,168.8643,44.47,96,75,4.54,pf,1655298996
677,new norfolk,-42.7826,147.0587,46.92,88,100,1.9,au,1655299067
678,portland,45.5234,-122.6762,51.73,88,75,3.44,au,1655298640
679,chuy,-33.6971,-53.4616,55.62,72,42,3.62,uy,1655299069
680,puerto varas,-41.3195,-72.9854,44.44,92,99,2.89,cl,1655298990
681,calama,-22.4667,-68.9333,37.89,10,0,20.71,cl,1655298526
682,sokoni,-6.4333,39.55,80.37,67,9,14.05,tz,1655299074
683,aleksandrovskoye,44.7142,43.0008,78.03,48,100,9.04,ru,1655299075
684,miramar,25.9873,-80.2323,88.02,75,0,4.61,mx,1655299076
685,victoria,22.2855,114.1577,77.32,93,100,1.99,sc,1655299031
686,busselton,-33.65,115.3333,62.01,80,87,11.83,au,1655298880
687,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298920
688,port elizabeth,-33.918,25.5701,52.09,76,0,19.57,za,1655299080
689,talnakh,69.4865,88.3972,74.21,42,98,14.83,ru,1655299082
690,morros,-9.4467,-46.3003,79.88,48,100,12.73,br,1655299083
691,coquimbo,-29.9533,-71.3436,47.93,76,0,8.05,cl,1655299084
692,castro,-24.7911,-50.0119,52.97,78,100,1.81,cl,1655298560
693,tuktoyaktuk,69.4541,-133.0374,35.49,76,10,8.32,ca,1655298934
694,maumere,-8.6199,122.2111,79.09,81,52,3.58,id,1655299087
695,isangel,-19.55,169.2667,76.59,84,45,13.87,vu,1655299089
696,atuona,-9.8,-139.0333,78.13,67,61,21.3,pf,1655299023
697,severo-kurilsk,50.6789,156.125,47.64,89,96,7.96,ru,1655298964
698,port lincoln,-34.7333,135.8667,57.56,78,19,8.5,au,1655298630
699,pelym,61.0108,61.9978,68.72,49,70,9.57,ru,1655299093
700,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298920
701,puerto ayora,-0.7393,-90.3518,71.55,93,84,5.99,ec,1655298893
702,pevek,69.7008,170.3133,29.66,82,0,2.86,ru,1655298506
703,georgetown,5.4112,100.3354,82.33,86,40,4.61,sh,1655298922
704,hilo,19.7297,-155.09,73.62,74,100,5.75,us,1655299098
705,punta arenas,-53.15,-70.9167,42.91,70,40,18.41,cl,1655298909
706,brive-la-gaillarde,45.25,1.5,91.83,15,0,4.76,fr,1655299100
707,arlit,18.7369,7.3853,105.48,16,0,4.38,ne,1655298851
708,qaanaaq,77.484,-69.3632,29.12,62,27,1.99,gl,1655298895
709,rikitea,-23.1203,-134.9692,72.55,70,72,5.79,pf,1655298920
710,ushuaia,-54.8,-68.3,42.46,70,75,7.81,ar,1655298935
711,port lincoln,-34.7333,135.8667,57.56,78,19,8.5,au,1655298630
712,ponta do sol,32.6667,-17.1,76.01,80,21,13.24,cv,1655299049
713,new norfolk,-42.7826,147.0587,46.92,88,100,1.9,au,1655299067
714,arevashogh,40.8604,44.2744,71.58,69,88,6.73,am,1655299111
715,yellowknife,62.456,-114.3525,61.32,63,75,6.91,ca,1655299039
716,zhuhai,22.2769,113.5678,78.85,94,75,2.3,cn,1655299113
717,atambua,-9.1061,124.8925,72.01,85,51,5.5,id,1655299114
718,venado tuerto,-33.7456,-61.9688,51.76,53,19,4.61,ar,1655299115
719,ribeira grande,38.5167,-28.7,72.0,78,40,8.05,pt,1655299021
720,chuy,-33.6971,-53.4616,55.62,72,42,3.62,uy,1655299069
721,albany,42.6001,-73.9662,70.65,68,25,2.46,au,1655298700
722,mar del plata,-38.0023,-57.5575,56.08,81,74,4.61,ar,1655298380
723,grindavik,63.8424,-22.4338,52.27,71,75,17.27,is,1655298782
724,castro,-24.7911,-50.0119,52.97,78,100,1.81,cl,1655298560
725,hilo,19.7297,-155.09,73.62,74,100,5.75,us,1655299098
726,clyde river,70.4692,-68.5914,36.36,92,95,5.14,ca,1655299125
727,lagoa,39.05,-27.9833,64.08,88,0,13.18,pt,1655299121
728,port alfred,-33.5906,26.891,53.19,66,99,10.0,za,1655298983
729,hermanus,-34.4187,19.2345,58.8,54,25,4.25,za,1655299128
730,kapaa,22.0752,-159.319,78.78,96,75,12.66,us,1655299054
731,tateyama,34.9833,139.8667,65.1,89,100,6.38,jp,1655299130
732,carutapera,-1.195,-46.02,84.69,62,78,9.8,br,1655299131
733,hinton,53.4001,-117.5857,47.73,94,100,5.19,ca,1655299133
734,dikson,73.5069,80.5464,38.61,75,14,6.62,ru,1655298720
735,hellvik,59.9156,5.781,61.36,80,100,3.67,no,1655299135
736,tuktoyaktuk,69.4541,-133.0374,35.49,76,10,8.32,ca,1655298934
737,ridgecrest,35.6225,-117.6709,65.64,28,0,6.91,us,1655299126
738,san borja,-14.8167,-66.85,66.54,69,5,2.77,bo,1655299139
739,bilma,18.6853,12.9164,105.01,17,66,3.65,ne,1655299074
